Transaction_ID,Transaction_Amount,Quantity,Customer_Age,Account_Age_Days,Transaction_Hour,Product_Category,Payment_Method,Device_Used,Address_Match,Is_Fraud,Customer_ID,Transaction_Time,Previous_Transactions_Count,Failed_Transaction_Attempts,Fraud_Label,Fraud_Reason
105690,4.37,2,48,851,10,Groceries,Debit Card,Mobile,No,1,CUST105690,2026-02-05 15:40:43,44,2,1,Multiple Failed Attempts
105691,395.55,3,38,990,18,Electronics,Debit Card,Tablet,No,1,CUST105691,2026-01-17 14:53:43,13,2,1,Multiple Failed Attempts
105692,935.05,4,43,823,23,Electronics,UPI,Tablet,No,0,CUST105692,2026-01-11 11:15:43,7,4,0,Normal Transaction
105693,725.73,5,29,659,8,Electronics,Credit Card,Mobile,No,1,CUST105693,2026-02-15 20:30:43,7,2,1,Normal Transaction
105694,20.63,2,41,821,4,Clothing,UPI,Tablet,No,0,CUST105694,2026-01-07 06:41:43,26,4,0,Normal Transaction
105695,425.87,5,45,16,12,Clothing,PayPal,Tablet,No,1,CUST105695,2026-01-25 11:28:43,11,0,1,Location Mismatch
105696,153.49,4,42,834,7,Books,Credit Card,Tablet,No,1,CUST105696,2026-02-08 14:30:43,0,3,1,Location Mismatch
105697,163.78,3,38,639,23,Luxury,PayPal,Laptop,No,0,CUST105697,2026-01-26 04:42:43,42,4,0,Normal Transaction
105698,1066.35,1,25,624,9,Electronics,PayPal,Laptop,No,1,CUST105698,2026-02-25 18:04:43,39,3,1,Suspicious Device
105699,515.6,3,46,489,2,Groceries,UPI,Tablet,Yes,0,CUST105699,2026-02-10 11:48:43,41,0,0,Normal Transaction
105700,62.57,1,25,921,23,Electronics,Credit Card,Mobile,No,1,CUST105700,2026-02-24 03:30:43,10,3,1,High Transaction Amount
105701,26.8,3,46,299,6,Electronics,PayPal,Laptop,No,1,CUST105701,2026-01-11 08:00:43,38,4,1,Normal Transaction
105702,478.46,2,47,312,22,Luxury,Credit Card,Tablet,Yes,1,CUST105702,2026-01-21 19:18:43,42,2,1,Normal Transaction
105703,119.11,4,53,161,5,Groceries,PayPal,Tablet,Yes,0,CUST105703,2025-12-26 13:43:43,30,3,0,Normal Transaction
105704,11.28,5,45,903,8,Books,PayPal,Laptop,No,0,CUST105704,2026-01-21 12:44:43,16,3,0,Normal Transaction
105705,486.69,5,36,373,0,Groceries,UPI,Laptop,Yes,0,CUST105705,2025-12-25 08:53:43,32,0,0,Normal Transaction
105706,21.86,3,47,882,22,Electronics,PayPal,Laptop,No,0,CUST105706,2026-01-11 10:33:43,31,1,0,Normal Transaction
105707,285.42,3,48,322,21,Luxury,UPI,Mobile,No,1,CUST105707,2026-02-26 08:26:43,28,2,1,Multiple Failed Attempts
105708,175.78,5,42,544,16,Electronics,PayPal,Laptop,No,0,CUST105708,2026-01-30 08:40:43,20,4,0,Normal Transaction
105709,146.29,2,28,891,19,Luxury,Debit Card,Laptop,Yes,0,CUST105709,2025-12-26 09:25:43,20,0,0,Normal Transaction
105710,598.42,3,37,243,9,Luxury,PayPal,Tablet,No,0,CUST105710,2026-02-06 11:40:43,39,4,0,Normal Transaction
105711,456.16,5,40,692,4,Electronics,UPI,Mobile,Yes,0,CUST105711,2026-01-15 17:25:43,22,4,0,Normal Transaction
105712,441.35,2,45,971,6,Luxury,Debit Card,Mobile,Yes,1,CUST105712,2025-12-26 23:09:43,5,3,1,Location Mismatch
105713,38.55,3,55,34,13,Groceries,PayPal,Tablet,Yes,0,CUST105713,2026-02-03 21:18:43,21,0,0,Normal Transaction
105714,574.7,1,51,233,22,Groceries,PayPal,Laptop,No,1,CUST105714,2026-01-15 13:03:43,49,0,1,High Transaction Amount
105715,251.34,2,59,981,7,Luxury,UPI,Tablet,No,1,CUST105715,2026-02-25 17:11:43,37,2,1,Normal Transaction
105716,421.8,3,27,520,14,Luxury,PayPal,Mobile,No,0,CUST105716,2026-02-24 08:52:43,36,1,0,Normal Transaction
105717,114.59,4,20,53,11,Electronics,Debit Card,Mobile,No,1,CUST105717,2026-03-02 12:15:43,44,4,1,Multiple Failed Attempts
105718,427.28,1,45,924,15,Clothing,Debit Card,Tablet,Yes,0,CUST105718,2025-12-27 17:17:43,7,2,0,Normal Transaction
105719,51.92,5,42,530,5,Books,UPI,Tablet,Yes,0,CUST105719,2026-02-17 09:09:43,40,2,0,Normal Transaction
105720,250.0,2,33,88,12,Groceries,PayPal,Laptop,No,1,CUST105720,2026-01-25 19:53:43,48,4,1,Suspicious Device
105721,525.32,1,30,781,8,Clothing,UPI,Tablet,Yes,1,CUST105721,2026-01-12 01:09:43,34,3,1,High Transaction Amount
105722,354.74,5,31,644,1,Clothing,PayPal,Mobile,No,1,CUST105722,2026-02-01 16:41:43,10,3,1,High Transaction Amount
105723,203.55,2,31,320,18,Clothing,Credit Card,Tablet,Yes,0,CUST105723,2026-02-21 18:26:43,23,4,0,Normal Transaction
105724,50.4,3,46,263,8,Clothing,UPI,Laptop,Yes,0,CUST105724,2026-01-07 19:06:43,48,0,0,Normal Transaction
105725,135.78,4,34,416,18,Luxury,PayPal,Tablet,No,0,CUST105725,2026-01-01 09:24:43,20,1,0,Normal Transaction
105726,481.05,3,48,685,13,Books,PayPal,Mobile,No,0,CUST105726,2026-02-23 18:27:43,1,3,0,Normal Transaction
105727,150.67,4,32,734,18,Luxury,Credit Card,Tablet,Yes,1,CUST105727,2026-02-17 21:09:43,39,1,1,Location Mismatch
105728,473.37,4,22,988,7,Luxury,Debit Card,Mobile,No,1,CUST105728,2026-02-09 05:11:43,18,2,1,Suspicious Device
105729,232.73,4,23,973,6,Books,UPI,Mobile,Yes,1,CUST105729,2026-01-29 18:07:43,38,2,1,Normal Transaction
105730,421.38,1,34,301,15,Clothing,Credit Card,Mobile,No,0,CUST105730,2025-12-31 20:13:43,27,4,0,Normal Transaction
105731,524.85,5,31,501,16,Clothing,Debit Card,Laptop,Yes,0,CUST105731,2026-01-02 22:44:43,16,4,0,Normal Transaction
105732,454.88,1,51,859,11,Books,UPI,Laptop,Yes,0,CUST105732,2026-01-23 03:59:43,5,4,0,Normal Transaction
105733,5.81,2,55,295,7,Electronics,PayPal,Laptop,Yes,0,CUST105733,2026-02-07 00:02:43,18,3,0,Normal Transaction
105734,73.62,3,47,291,15,Books,PayPal,Tablet,No,1,CUST105734,2026-02-23 07:38:43,37,1,1,Multiple Failed Attempts
105735,360.13,5,40,938,9,Books,Credit Card,Tablet,Yes,0,CUST105735,2026-02-11 12:19:43,27,2,0,Normal Transaction
105736,96.59,3,38,892,20,Luxury,Credit Card,Tablet,No,1,CUST105736,2026-01-27 11:41:43,1,1,1,High Transaction Amount
105737,218.95,5,54,294,12,Electronics,UPI,Mobile,No,1,CUST105737,2026-01-14 03:59:43,37,3,1,Location Mismatch
105738,251.85,3,46,685,11,Luxury,UPI,Tablet,Yes,1,CUST105738,2026-02-11 20:43:43,36,1,1,High Transaction Amount
105739,121.12,1,43,61,11,Clothing,PayPal,Tablet,Yes,0,CUST105739,2026-02-16 17:23:43,3,1,0,Normal Transaction
105740,44.56,3,19,136,19,Luxury,PayPal,Mobile,No,0,CUST105740,2025-12-31 08:41:43,21,4,0,Normal Transaction
105741,23.05,1,46,556,0,Clothing,Credit Card,Tablet,Yes,0,CUST105741,2025-12-25 21:40:43,25,1,0,Normal Transaction
105742,798.36,4,40,959,4,Books,Credit Card,Mobile,No,1,CUST105742,2025-12-25 07:20:43,48,1,1,Location Mismatch
105743,84.54,5,57,412,6,Books,Debit Card,Mobile,Yes,0,CUST105743,2025-12-26 03:45:43,42,1,0,Normal Transaction
105744,140.78,3,50,173,6,Books,Debit Card,Laptop,Yes,0,CUST105744,2026-02-16 00:45:43,35,0,0,Normal Transaction
105745,449.96,4,46,391,5,Luxury,Debit Card,Mobile,No,0,CUST105745,2026-01-20 19:37:43,12,2,0,Normal Transaction
105746,713.63,1,47,918,6,Books,UPI,Laptop,Yes,0,CUST105746,2026-01-01 02:37:43,31,2,0,Normal Transaction
105747,100.82,1,43,960,15,Books,UPI,Laptop,Yes,0,CUST105747,2026-02-19 18:57:43,16,1,0,Normal Transaction
105748,135.87,2,33,25,2,Electronics,Credit Card,Laptop,No,1,CUST105748,2026-02-08 13:48:43,40,4,1,Multiple Failed Attempts
105749,112.36,2,31,791,22,Luxury,Credit Card,Laptop,Yes,1,CUST105749,2026-02-12 03:28:43,35,4,1,High Transaction Amount
105750,243.11,2,54,926,3,Electronics,PayPal,Mobile,Yes,0,CUST105750,2026-01-22 22:50:43,45,4,0,Normal Transaction
105751,321.86,3,57,215,8,Electronics,UPI,Laptop,No,1,CUST105751,2026-01-01 17:41:43,18,2,1,High Transaction Amount
105752,923.21,1,26,880,8,Luxury,Debit Card,Mobile,Yes,1,CUST105752,2026-02-23 07:18:43,34,3,1,Suspicious Device
105753,1.43,2,50,870,8,Clothing,UPI,Mobile,Yes,0,CUST105753,2026-01-16 15:39:43,45,1,0,Normal Transaction
105754,47.85,3,28,270,6,Books,UPI,Tablet,No,1,CUST105754,2026-01-10 01:01:43,39,2,1,Multiple Failed Attempts
105755,85.53,4,22,961,10,Books,Credit Card,Laptop,Yes,0,CUST105755,2026-01-16 21:14:43,27,4,0,Normal Transaction
105756,34.43,4,51,886,12,Books,Debit Card,Tablet,Yes,1,CUST105756,2025-12-24 03:04:43,0,2,1,Suspicious Device
105757,834.6,4,29,175,12,Books,Debit Card,Laptop,No,1,CUST105757,2026-01-29 02:47:43,41,2,1,Multiple Failed Attempts
105758,94.39,5,19,945,15,Clothing,Debit Card,Laptop,No,1,CUST105758,2026-01-18 15:47:43,17,2,1,Normal Transaction
105759,145.35,1,18,9,20,Books,Credit Card,Tablet,Yes,0,CUST105759,2026-01-01 22:03:43,47,4,0,Normal Transaction
105760,76.79,2,37,555,1,Luxury,PayPal,Tablet,Yes,1,CUST105760,2026-02-21 15:12:43,39,3,1,High Transaction Amount
105761,1208.92,4,52,260,20,Books,Credit Card,Tablet,Yes,1,CUST105761,2026-02-25 07:24:43,32,0,1,Multiple Failed Attempts
105762,51.16,3,38,941,13,Electronics,Debit Card,Laptop,No,1,CUST105762,2026-02-14 19:25:43,11,1,1,High Transaction Amount
105763,743.17,5,53,810,6,Groceries,Debit Card,Mobile,No,1,CUST105763,2026-01-23 21:44:43,7,1,1,Multiple Failed Attempts
105764,1052.86,5,31,646,15,Luxury,Credit Card,Mobile,Yes,0,CUST105764,2026-02-22 09:13:43,23,2,0,Normal Transaction
105765,200.27,5,33,5,23,Groceries,Debit Card,Laptop,No,0,CUST105765,2026-01-13 01:53:43,15,3,0,Normal Transaction
105766,62.66,2,52,543,23,Clothing,UPI,Mobile,Yes,0,CUST105766,2026-01-06 13:47:43,49,4,0,Normal Transaction
105767,369.09,4,47,144,23,Groceries,Debit Card,Mobile,No,1,CUST105767,2025-12-26 18:43:43,3,0,1,High Transaction Amount
105768,414.25,1,28,801,19,Books,Credit Card,Mobile,Yes,0,CUST105768,2026-03-02 00:53:43,37,0,0,Normal Transaction
105769,13.62,1,39,986,5,Electronics,Debit Card,Tablet,Yes,0,CUST105769,2026-01-13 03:15:43,43,2,0,Normal Transaction
105770,388.0,4,39,262,3,Luxury,UPI,Mobile,Yes,0,CUST105770,2026-01-29 15:03:43,26,2,0,Normal Transaction
105771,73.24,1,34,259,9,Groceries,UPI,Laptop,Yes,0,CUST105771,2026-02-18 18:12:43,8,4,0,Normal Transaction
105772,27.42,5,57,393,23,Books,PayPal,Laptop,No,0,CUST105772,2026-02-22 03:48:43,46,4,0,Normal Transaction
105773,765.91,3,29,605,20,Luxury,Credit Card,Laptop,No,1,CUST105773,2026-02-21 19:35:43,15,4,1,Multiple Failed Attempts
105774,22.07,4,20,324,16,Groceries,Credit Card,Laptop,No,0,CUST105774,2026-01-30 00:38:43,11,2,0,Normal Transaction
105775,61.67,5,34,704,21,Clothing,UPI,Tablet,Yes,0,CUST105775,2026-02-17 23:26:43,30,3,0,Normal Transaction
105776,327.36,3,57,956,19,Luxury,Debit Card,Laptop,No,1,CUST105776,2026-01-27 16:16:43,23,2,1,Multiple Failed Attempts
105777,601.54,4,51,262,21,Luxury,Debit Card,Laptop,No,0,CUST105777,2026-01-30 20:00:43,13,2,0,Normal Transaction
105778,83.93,1,29,259,23,Books,UPI,Laptop,No,1,CUST105778,2026-01-12 12:46:43,44,0,1,Normal Transaction
105779,932.84,3,43,813,7,Books,Credit Card,Mobile,Yes,0,CUST105779,2026-01-29 18:39:43,24,4,0,Normal Transaction
105780,341.43,1,32,818,19,Luxury,Credit Card,Laptop,Yes,1,CUST105780,2025-12-25 22:21:43,33,1,1,Suspicious Device
105781,314.1,4,54,661,9,Clothing,Credit Card,Tablet,Yes,0,CUST105781,2026-03-03 10:13:43,2,4,0,Normal Transaction
105782,36.88,3,35,17,15,Groceries,UPI,Tablet,No,0,CUST105782,2026-01-10 18:17:43,23,3,0,Normal Transaction
105783,550.32,4,52,715,1,Luxury,Debit Card,Mobile,Yes,1,CUST105783,2025-12-25 04:27:43,41,3,1,Normal Transaction
105784,485.78,2,28,773,17,Clothing,Credit Card,Mobile,No,1,CUST105784,2026-02-11 14:02:43,8,4,1,Location Mismatch
105785,310.49,2,27,484,20,Groceries,Debit Card,Laptop,Yes,0,CUST105785,2026-01-16 13:08:43,25,4,0,Normal Transaction
105786,1233.5,2,59,966,6,Luxury,Credit Card,Tablet,Yes,0,CUST105786,2026-01-09 08:09:43,19,2,0,Normal Transaction
105787,973.54,5,57,696,4,Luxury,Credit Card,Laptop,Yes,1,CUST105787,2026-01-12 08:41:43,39,1,1,Suspicious Device
105788,286.86,5,22,52,16,Groceries,UPI,Laptop,No,1,CUST105788,2026-02-04 16:54:43,9,2,1,Suspicious Device
105789,67.72,5,32,577,6,Clothing,Credit Card,Laptop,Yes,0,CUST105789,2026-01-09 16:32:43,18,0,0,Normal Transaction
105790,114.96,4,43,234,11,Clothing,Credit Card,Mobile,No,1,CUST105790,2026-01-14 14:04:43,2,0,1,Normal Transaction
105791,62.48,5,19,928,17,Groceries,Credit Card,Laptop,Yes,0,CUST105791,2026-02-19 08:20:43,23,3,0,Normal Transaction
105792,136.78,4,51,208,6,Luxury,UPI,Mobile,No,1,CUST105792,2026-02-19 06:53:43,4,3,1,Normal Transaction
105793,42.49,5,36,458,8,Books,Debit Card,Tablet,No,1,CUST105793,2026-01-09 09:36:43,2,1,1,Location Mismatch
105794,103.17,5,36,717,13,Electronics,Credit Card,Laptop,Yes,0,CUST105794,2026-01-25 02:46:43,26,3,0,Normal Transaction
105795,19.88,4,22,929,18,Luxury,Debit Card,Mobile,No,1,CUST105795,2026-01-20 07:20:43,15,0,1,Multiple Failed Attempts
105796,225.77,5,45,682,4,Luxury,UPI,Tablet,Yes,1,CUST105796,2026-01-04 23:30:43,48,1,1,Suspicious Device
105797,180.85,3,44,844,13,Electronics,Credit Card,Tablet,No,1,CUST105797,2026-02-27 12:32:43,14,0,1,Normal Transaction
105798,144.03,2,35,87,21,Books,Credit Card,Tablet,No,1,CUST105798,2026-01-04 00:47:43,34,4,1,Suspicious Device
105799,46.05,5,52,505,4,Groceries,PayPal,Mobile,No,1,CUST105799,2026-01-30 08:28:43,11,4,1,Multiple Failed Attempts
105800,140.72,1,33,399,12,Books,PayPal,Mobile,Yes,0,CUST105800,2025-12-24 12:40:43,40,1,0,Normal Transaction
105801,386.24,3,18,672,0,Electronics,PayPal,Laptop,No,0,CUST105801,2025-12-25 22:52:43,43,2,0,Normal Transaction
105802,672.75,2,47,18,4,Books,UPI,Tablet,No,1,CUST105802,2026-03-03 04:16:43,25,3,1,Suspicious Device
105803,438.71,5,35,580,17,Electronics,Credit Card,Tablet,Yes,0,CUST105803,2026-02-14 00:16:43,46,1,0,Normal Transaction
105804,172.72,5,51,617,4,Groceries,Debit Card,Tablet,No,1,CUST105804,2026-02-07 00:59:43,33,3,1,Normal Transaction
105805,133.79,3,37,83,21,Luxury,Debit Card,Mobile,No,1,CUST105805,2026-02-01 21:19:43,22,0,1,Normal Transaction
105806,381.85,2,46,31,10,Luxury,Debit Card,Mobile,No,0,CUST105806,2026-02-16 16:54:43,30,2,0,Normal Transaction
105807,509.71,2,40,123,0,Electronics,PayPal,Mobile,No,1,CUST105807,2026-02-16 15:42:43,49,3,1,Normal Transaction
105808,241.18,3,23,230,4,Groceries,UPI,Mobile,No,1,CUST105808,2026-02-26 21:30:43,19,4,1,Normal Transaction
105809,284.31,1,50,89,13,Luxury,UPI,Tablet,Yes,0,CUST105809,2026-01-11 13:45:43,11,4,0,Normal Transaction
105810,9.79,1,35,527,3,Clothing,UPI,Laptop,Yes,1,CUST105810,2025-12-27 08:37:43,22,0,1,Suspicious Device
105811,352.0,4,19,277,11,Luxury,Debit Card,Laptop,Yes,1,CUST105811,2025-12-31 05:27:43,3,1,1,High Transaction Amount
105812,292.11,3,27,72,20,Luxury,PayPal,Tablet,Yes,1,CUST105812,2026-01-27 23:26:43,22,3,1,Multiple Failed Attempts
105813,6.7,4,34,496,8,Groceries,UPI,Mobile,No,0,CUST105813,2026-01-22 07:36:43,47,0,0,Normal Transaction
105814,228.09,4,26,576,5,Luxury,Credit Card,Laptop,No,0,CUST105814,2026-01-28 07:11:43,47,4,0,Normal Transaction
105815,811.98,1,45,733,3,Books,Debit Card,Laptop,Yes,1,CUST105815,2026-02-12 18:16:43,0,4,1,Multiple Failed Attempts
105816,405.18,2,35,68,11,Electronics,Debit Card,Mobile,Yes,1,CUST105816,2026-01-31 02:40:43,24,4,1,Suspicious Device
105817,60.49,3,24,750,15,Groceries,UPI,Tablet,Yes,0,CUST105817,2025-12-24 13:21:43,1,2,0,Normal Transaction
105818,55.84,3,47,300,10,Luxury,PayPal,Tablet,Yes,0,CUST105818,2026-03-01 13:59:43,29,2,0,Normal Transaction
105819,5.85,3,52,121,2,Groceries,Credit Card,Laptop,Yes,0,CUST105819,2026-01-08 04:08:43,2,4,0,Normal Transaction
105820,241.73,2,29,432,2,Electronics,Debit Card,Mobile,Yes,1,CUST105820,2025-12-28 17:27:43,20,1,1,Multiple Failed Attempts
105821,217.4,4,22,845,11,Electronics,Credit Card,Tablet,No,1,CUST105821,2026-02-04 14:47:43,24,2,1,High Transaction Amount
105822,111.12,2,36,605,14,Clothing,Debit Card,Laptop,Yes,0,CUST105822,2026-02-09 23:35:43,19,3,0,Normal Transaction
105823,316.86,1,33,17,6,Books,Debit Card,Tablet,No,0,CUST105823,2026-01-26 14:36:43,48,2,0,Normal Transaction
105824,379.81,1,20,624,23,Books,Debit Card,Tablet,No,0,CUST105824,2026-01-15 23:24:43,21,3,0,Normal Transaction
105825,476.06,1,32,382,23,Clothing,Credit Card,Laptop,Yes,1,CUST105825,2026-02-28 10:09:43,20,2,1,Suspicious Device
105826,51.32,3,35,994,5,Groceries,UPI,Mobile,Yes,0,CUST105826,2026-02-13 17:45:43,32,4,0,Normal Transaction
105827,535.4,3,29,562,9,Electronics,Debit Card,Tablet,No,0,CUST105827,2026-01-25 04:16:43,37,3,0,Normal Transaction
105828,424.28,1,21,181,4,Books,UPI,Tablet,Yes,0,CUST105828,2026-02-06 23:43:43,14,1,0,Normal Transaction
105829,146.99,3,48,193,7,Luxury,PayPal,Mobile,No,0,CUST105829,2026-01-01 00:41:43,45,2,0,Normal Transaction
105830,19.59,3,35,3,17,Books,Credit Card,Mobile,Yes,0,CUST105830,2026-02-24 21:05:43,14,2,0,Normal Transaction
105831,138.9,1,35,820,7,Groceries,PayPal,Tablet,Yes,0,CUST105831,2026-02-16 21:52:43,45,4,0,Normal Transaction
105832,101.62,2,36,79,20,Groceries,UPI,Mobile,Yes,0,CUST105832,2026-02-26 03:17:43,24,3,0,Normal Transaction
105833,15.98,5,49,697,8,Luxury,PayPal,Mobile,No,0,CUST105833,2026-01-23 19:59:43,20,4,0,Normal Transaction
105834,344.43,2,57,169,5,Luxury,Debit Card,Laptop,No,1,CUST105834,2026-02-26 08:59:43,23,3,1,Multiple Failed Attempts
105835,744.7,5,51,328,17,Electronics,PayPal,Tablet,Yes,0,CUST105835,2025-12-28 02:50:43,4,2,0,Normal Transaction
105836,162.41,3,38,377,6,Electronics,UPI,Laptop,Yes,0,CUST105836,2026-01-08 09:38:43,5,2,0,Normal Transaction
105837,789.55,5,26,562,0,Clothing,Credit Card,Tablet,No,1,CUST105837,2026-02-26 07:22:43,48,2,1,Normal Transaction
105838,103.21,2,44,527,12,Groceries,Debit Card,Laptop,No,0,CUST105838,2026-02-25 12:39:43,42,2,0,Normal Transaction
105839,413.6,5,31,23,14,Books,UPI,Laptop,Yes,1,CUST105839,2026-01-31 21:29:43,47,0,1,Location Mismatch
105840,304.95,2,26,656,1,Books,UPI,Laptop,Yes,1,CUST105840,2026-01-30 09:21:43,43,2,1,Location Mismatch
105841,512.89,5,51,989,12,Clothing,PayPal,Tablet,No,1,CUST105841,2026-02-28 23:00:43,46,2,1,Multiple Failed Attempts
105842,694.29,3,48,266,5,Electronics,UPI,Laptop,No,1,CUST105842,2025-12-24 08:09:43,22,3,1,Normal Transaction
105843,302.35,2,25,635,5,Books,Credit Card,Mobile,No,1,CUST105843,2026-01-05 08:28:43,3,2,1,Suspicious Device
105844,44.82,4,59,403,7,Groceries,PayPal,Mobile,No,0,CUST105844,2026-01-03 16:52:43,26,2,0,Normal Transaction
105845,225.3,4,31,320,1,Electronics,UPI,Mobile,Yes,1,CUST105845,2026-01-17 01:44:43,17,3,1,High Transaction Amount
105846,21.22,5,43,27,2,Clothing,PayPal,Laptop,No,0,CUST105846,2026-02-24 12:31:43,20,2,0,Normal Transaction
105847,236.2,5,52,370,5,Electronics,UPI,Tablet,Yes,0,CUST105847,2026-01-25 07:14:43,27,2,0,Normal Transaction
105848,77.55,2,30,29,8,Electronics,Debit Card,Mobile,No,1,CUST105848,2026-02-03 21:14:43,34,4,1,Location Mismatch
105849,9.14,1,51,394,11,Electronics,Credit Card,Laptop,No,1,CUST105849,2026-01-07 14:13:43,21,0,1,Normal Transaction
105850,520.89,2,43,269,6,Electronics,Credit Card,Tablet,No,1,CUST105850,2026-02-26 03:52:43,39,3,1,Location Mismatch
105851,595.12,4,36,935,8,Clothing,UPI,Laptop,Yes,0,CUST105851,2026-01-29 04:37:43,22,4,0,Normal Transaction
105852,3.36,3,38,736,0,Books,UPI,Tablet,No,1,CUST105852,2026-02-04 00:40:43,2,1,1,Suspicious Device
105853,308.05,1,42,77,5,Electronics,UPI,Laptop,No,1,CUST105853,2026-02-15 04:44:43,39,1,1,Suspicious Device
105854,356.77,4,31,7,21,Luxury,PayPal,Laptop,Yes,0,CUST105854,2026-01-22 04:20:43,49,0,0,Normal Transaction
105855,292.86,1,31,693,16,Electronics,PayPal,Tablet,Yes,0,CUST105855,2026-01-22 11:09:43,9,1,0,Normal Transaction
105856,44.63,5,46,251,17,Books,Credit Card,Laptop,No,1,CUST105856,2026-02-23 02:30:43,24,0,1,Location Mismatch
105857,244.33,4,55,771,14,Luxury,UPI,Mobile,No,1,CUST105857,2026-01-21 03:52:43,48,1,1,Suspicious Device
105858,171.19,5,46,387,4,Books,UPI,Mobile,Yes,1,CUST105858,2026-01-17 03:12:43,7,1,1,Suspicious Device
105859,94.36,4,58,352,17,Books,Credit Card,Mobile,No,1,CUST105859,2026-01-25 14:41:43,10,4,1,Multiple Failed Attempts
105860,18.06,2,42,276,6,Groceries,UPI,Laptop,Yes,0,CUST105860,2026-02-18 12:47:43,4,1,0,Normal Transaction
105861,570.12,3,59,834,2,Clothing,Credit Card,Laptop,No,0,CUST105861,2026-01-28 13:34:43,44,0,0,Normal Transaction
105862,92.56,2,28,403,15,Groceries,Credit Card,Mobile,Yes,0,CUST105862,2026-01-20 11:23:43,36,2,0,Normal Transaction
105863,875.33,2,50,536,4,Groceries,Credit Card,Tablet,No,0,CUST105863,2026-01-21 07:58:43,44,2,0,Normal Transaction
105864,192.12,5,25,597,14,Electronics,Debit Card,Mobile,No,1,CUST105864,2026-02-11 08:24:43,37,2,1,Suspicious Device
105865,161.59,5,19,421,4,Groceries,UPI,Laptop,Yes,0,CUST105865,2026-01-29 22:53:43,28,0,0,Normal Transaction
105866,54.47,5,50,179,2,Books,Credit Card,Laptop,Yes,1,CUST105866,2026-01-08 23:08:43,4,0,1,Location Mismatch
105867,28.14,1,55,214,16,Clothing,Credit Card,Mobile,No,0,CUST105867,2026-01-26 21:07:43,8,2,0,Normal Transaction
105868,58.26,4,20,751,14,Electronics,Debit Card,Tablet,No,0,CUST105868,2026-02-04 17:37:43,47,1,0,Normal Transaction
105869,125.29,1,48,829,10,Electronics,Credit Card,Mobile,Yes,0,CUST105869,2026-01-08 03:59:43,1,2,0,Normal Transaction
105870,108.04,1,28,706,5,Clothing,UPI,Laptop,No,0,CUST105870,2026-01-29 13:01:43,0,3,0,Normal Transaction
105871,371.24,2,48,280,12,Books,Debit Card,Mobile,No,1,CUST105871,2026-02-13 18:36:43,39,0,1,High Transaction Amount
105872,22.06,5,48,875,6,Clothing,PayPal,Tablet,Yes,0,CUST105872,2026-01-10 06:56:43,29,3,0,Normal Transaction
105873,155.42,5,44,568,1,Groceries,PayPal,Tablet,Yes,0,CUST105873,2026-01-06 19:42:43,10,3,0,Normal Transaction
105874,951.64,2,46,80,5,Luxury,Credit Card,Mobile,No,1,CUST105874,2026-02-27 03:25:43,27,0,1,Suspicious Device
105875,36.02,5,34,909,5,Clothing,Debit Card,Tablet,No,0,CUST105875,2026-02-23 13:38:43,43,2,0,Normal Transaction
105876,317.89,4,26,919,6,Electronics,UPI,Tablet,No,0,CUST105876,2026-01-25 05:17:43,11,4,0,Normal Transaction
105877,171.01,2,57,843,4,Luxury,Debit Card,Mobile,No,1,CUST105877,2026-01-05 20:27:43,38,3,1,Location Mismatch
105878,76.93,4,36,517,6,Luxury,Credit Card,Tablet,Yes,1,CUST105878,2026-02-17 15:26:43,25,2,1,Multiple Failed Attempts
105879,59.59,3,54,141,22,Clothing,PayPal,Tablet,Yes,0,CUST105879,2026-02-06 04:35:43,12,4,0,Normal Transaction
105880,369.66,2,42,955,10,Books,UPI,Tablet,No,0,CUST105880,2026-02-11 22:45:43,7,3,0,Normal Transaction
105881,453.89,2,49,46,19,Books,Credit Card,Tablet,Yes,0,CUST105881,2026-02-03 08:35:43,27,2,0,Normal Transaction
105882,182.0,2,39,890,2,Books,Debit Card,Tablet,No,1,CUST105882,2026-02-17 10:34:43,29,3,1,Suspicious Device
105883,49.67,4,32,556,13,Clothing,Debit Card,Laptop,Yes,0,CUST105883,2026-02-05 01:07:43,8,2,0,Normal Transaction
105884,241.16,5,26,746,7,Groceries,Debit Card,Tablet,Yes,0,CUST105884,2026-02-03 22:54:43,38,1,0,Normal Transaction
105885,257.3,5,40,530,19,Clothing,Debit Card,Tablet,Yes,0,CUST105885,2026-02-23 22:29:43,30,1,0,Normal Transaction
105886,331.86,4,30,288,18,Groceries,Credit Card,Mobile,Yes,0,CUST105886,2026-02-14 02:27:43,20,0,0,Normal Transaction
105887,432.04,3,31,566,14,Electronics,Credit Card,Tablet,Yes,0,CUST105887,2026-03-01 13:47:43,46,4,0,Normal Transaction
105888,142.7,3,31,219,7,Groceries,PayPal,Mobile,Yes,0,CUST105888,2026-02-16 16:30:43,33,3,0,Normal Transaction
105889,244.86,4,25,945,7,Clothing,PayPal,Mobile,No,1,CUST105889,2026-02-11 18:11:43,30,3,1,High Transaction Amount
105890,726.79,5,31,937,8,Clothing,PayPal,Mobile,Yes,0,CUST105890,2026-02-13 06:05:43,24,2,0,Normal Transaction
105891,220.95,4,59,598,4,Clothing,UPI,Laptop,No,0,CUST105891,2026-01-14 10:12:43,11,4,0,Normal Transaction
